# rho_B           Z   N                   tau_n                    tau_p                    tau_t                    field                     spin-orbit                coul_dir                 coul_exc                 coul_tot                 skyrme                    strut_p                   pair_n                    e_pair_bcs_p              k_e                      coul_ee                  coul_pe                   mu_n                     mu_p                      mu_e                     mu_t                     e_t                       e/a_t                     p_nucl                   p_e                      p_ex                     p_t
  0.000412435199  20  79.129051444066619  9.3977034298267949E+002  2.8561673687717968E+002  1.2253870798598591E+003  -1.7109476045782565E+003  -3.4631668714906240E+001  7.2084118426114969E+001  0.0000000000000000E+000  7.2084118426114969E+001  -4.4810807500718835E+002  -1.6042851643159111E+000  -4.6982576708603272E+000  -1.5864200937129198E-006  3.8969942937786755E+002  9.4202044473406072E+000  -2.2331958447080357E+001  0.0000000000000000E+000  -2.7198425383763279E+001  0.0000000000000000E+000  0.0000000000000000E+000  -9.3269804050806229E+001  -9.4089273212264979E-001  2.3863624545688720E-005  5.5422635898194573E-004  6.4392627194753615E-007  5.7873390979958203E-004
  0.000412435199  22  85.939923581710232  1.0396668638043254E+003  3.1454025739231571E+002  1.3542071211966411E+003  -1.8987643509654406E+003  -3.6982859225808689E+001  8.4646749504710641E+001  0.0000000000000000E+000  8.4646749504710641E+001  -4.9689333948989724E+002  4.7108871460638966E+000   -4.9996588000377091E+000  -3.8109998222385242E+000  4.3016033218198908E+002  1.1046177491446903E+001  -2.6265198784463227E+001  0.0000000000000000E+000  -2.5812033494727750E+001  0.0000000000000000E+000  0.0000000000000000E+000  -1.0326334607724012E+002  -9.5666312641757334E-001  2.3160492466065115E-005  5.6178519458430264E-004  6.5270686973718129E-007  5.8559839392010498E-004
  0.000412435199  24  92.378426226953067  1.1396483198190779E+003  3.4344530745687536E+002  1.4830936272759532E+003  -2.0873400157238102E+003  -3.9240065643398843E+001  9.7998635787804830E+001  0.0000000000000000E+000  9.7998635787804830E+001  -5.4548781830345149E+002  7.0894295469142889E+000   -5.2789182714305634E+000  -4.8076504509458022E+000  4.7115236245182183E+002  1.2786947798416914E+001  -3.0482753717004435E+001  0.0000000000000000E+000  -2.6310620172265473E+001  0.0000000000000000E+000  0.0000000000000000E+000  -1.1380463294575192E+002  -9.7787369612935637E-001  2.2306243537840142E-005  5.7064905694811344E-004  6.6300341681119885E-007  5.9361830390276479E-004
  0.000412435199  26  98.390436002341403  1.2395613022411314E+003  3.7229634449604663E+002  1.6118576467371781E+003  -2.2764386425572384E+003  -4.1412225362518043E+001  1.1211352878439659E+002  0.0000000000000000E+000  1.1211352878439659E+002  -5.9387969239818005E+002  6.5076192129678248E+000   -5.5350703525108447E+000  -4.1039048646502927E+000  5.1276911480468937E+002  1.4644397942879349E+001  -3.4988957542824281E+001  0.0000000000000000E+000  -2.6714641857411092E+001  0.0000000000000000E+000  0.0000000000000000E+000  -1.2492741119768114E+002  -1.0043168527272166E+000  2.1298955828093356E-005  5.8098818345546528E-004  6.7501365980311682E-007  6.0296215294336172E-004
  0.000412435199  28  104.10447058221555  1.3395222273883294E+003  4.0109508529939046E+002  1.7406173126877197E+003  -2.4660680969099735E+003  -4.3509150563607840E+001  1.2696874125692612E+002  0.0000000000000000E+000  1.2696874125692612E+002  -6.4199119352893456E+002  1.7200772194762521E+000   -5.7748958882310752E+000  -3.8996106706607931E-006  5.5484960588435695E+002  1.6613679175694138E+001  -3.9772217682501442E+001  0.0000000000000000E+000  -2.6050355621728809E+001  0.0000000000000000E+000  0.0000000000000000E+000  -1.3626055271978868E+002  -1.0314605714495984E+000  2.0244938680931796E-005  5.9188992541730622E-004  6.8767743321357733E-007  6.1282254153145158E-004
  0.000412435199  30  111.23885746084451  1.4414069835043454E+003  4.2975865428968598E+002  1.8711656377940312E+003  -2.6572904832261306E+003  -4.5546259394221572E+001  1.4252605858527733E+002  0.0000000000000000E+000  1.4252605858527733E+002  -6.8914504624104427E+002  9.1855733903569217E+000   -6.0732179868314224E+000  -5.5102138124309423E+000  5.9491523304990051E+002  1.8618438506104166E+001  -4.4650549497797996E+001  0.0000000000000000E+000  -2.5471514636656451E+001  0.0000000000000000E+000  0.0000000000000000E+000  -1.4613007259177107E+002  -1.0346308035709184E+000  2.0130816864445394E-005  5.9357630606690864E-004  6.8963637905550085E-007  6.1439675931040949E-004
  0.000412435199  32  118.09503003594875  1.5433085021439847E+003  4.5835317242016333E+002  2.0016616745641481E+003  -2.8489123690805259E+003  -4.7520651395841305E+001  1.5878247898496926E+002  0.0000000000000000E+000  1.5878247898496926E+002  -7.3598886692724489E+002  1.1595031637594502E+001   -6.3562203823164092E+000  -6.7606582886675453E+000  6.3538384357673078E+002  2.0725576060010731E+001  -4.9782625486166154E+001  0.0000000000000000E+000  -2.5768684740363177E+001  0.0000000000000000E+000  0.0000000000000000E+000  -1.5621889581007989E+002  -1.0407910642890168E+000  1.9879659042788581E-005  5.9653017094320562E-004  6.9306766801923253E-007  6.1710289765401342E-004
  0.000412435199  34  124.58699969834726  1.6451386315555808E+003  4.8689556615329110E+002  2.1320341977088719E+003  -3.0408646796618259E+003  -4.9438291685904630E+001  1.7572312008383568E+002  0.0000000000000000E+000  1.7572312008383568E+002  -7.8254565355502143E+002  1.0964611674163962E+001   -6.6204220111913470E+000  -5.9796814600780230E+000  6.7638590475027343E+002  2.2939022023488601E+001  -5.5177770237925735E+001  0.0000000000000000E+000  -2.6030479156872559E+001  0.0000000000000000E+000  0.0000000000000000E+000  -1.6663365081630639E+002  -1.0507311432998148E+000  1.9470617250611085E-005  6.0099363847601530E-004  6.9825254921955240E-007  6.2116250827584586E-004
  0.000412435199  36  131.00393807746863  1.7472094725232737E+003  5.1538792824825134E+002  2.2625974007715249E+003  -3.2333184782709905E+003  -5.1305847923989880E+001  1.9333071809787543E+002  0.0000000000000000E+000  1.9333071809787543E+002  -8.2869620732557814E+002  8.4956843906763879E+000   -6.8786212146415773E+000  -4.1686771539967529E+000  7.1750666757715646E+002  2.5244722757286784E+001  -6.0802346874719305E+001  0.0000000000000000E+000  -2.6141332861342697E+001  0.0000000000000000E+000  0.0000000000000000E+000  -1.7746312584382818E+002  -1.0626201760772869E+000  1.9066353135197574E-005  6.0537298166376706E-004  7.0333970606801372E-007  6.2514267450503264E-004
  0.000412435199  38  137.11781552205946  1.8492317033821455E+003  5.4382785742036458E+002  2.3930595608025101E+003  -3.4260479965966351E+003  -5.3125215211253192E+001  2.1159281032213502E+002  0.0000000000000000E+000  2.1159281032213502E+002  -8.7452084068324291E+002  5.6373318886805919E+000   -7.1215462486823560E+000  -2.2411033193976628E+000  7.5908440752391311E+002  2.7653449294329409E+001  -6.6682020257694504E+001  0.0000000000000000E+000  -2.5980533485548175E+001  0.0000000000000000E+000  0.0000000000000000E+000  -1.8791935580210364E+002  -1.0731024438667469E+000  1.8563263736315520E-005  6.1074559169002954E-004  7.0958066261895270E-007  6.3001843608896408E-004
