   4.0000000000000002E-004          16 -0.65606244855162321        34.346868371254565        230.00000000000000     
   4.0000000000000002E-004          18 -0.71037246257112607        35.032987037856593        190.00000000000000     
   4.1243519900000002E-004          20 -0.77731974069999998        34.205209220000000        50.000000000000000     
   4.1243519900000002E-004          22 -0.83675712610040720        37.791792445407552        210.00000000000000     
   4.1243519900000002E-004          24 -0.87081926032454626        39.325298053361507        270.00000000000000     
   4.1243519900000002E-004          26 -0.89357686887570187        41.071816446121076        320.00000000000000     
   4.1243519900000002E-004          28 -0.90564104152630365        42.343669423945094        330.00000000000000     
   4.1243519900000002E-004          30 -0.89960540247187726        43.711603511118994        340.00000000000000     
   4.1243519900000002E-004          32 -0.85998488446634658        40.999342908011286        140.00000000000000     
   4.1243519900000002E-004          34 -0.90796663707129177        42.105497668874726        180.00000000000000     
   4.1243519900000002E-004          36 -0.96452625482263576        44.741438308581458        300.00000000000000     
   4.1243519900000002E-004          38 -0.97329139505488760        47.256162634274766        370.00000000000000     
   4.1243519900000002E-004          40 -0.95878551560384329        49.182973912391532        410.00000000000000     
   4.1243519900000002E-004          42 -0.90036540272882359        52.349106358715133        420.00000000000000     
   4.1243519900000002E-004          44 -0.91252513962269810        51.470734660359589        450.00000000000000     
   4.1243519900000002E-004          46 -0.91223478496026589        48.159996972855872        280.00000000000000     
   4.1243519900000002E-004          48 -0.88444596653001262        46.717691732910218        160.00000000000000     
   4.1243519900000002E-004          50 -0.95456898609823837        48.489330947234031        230.00000000000000     
   4.1243519900000002E-004          52 -0.96276101089730548        53.926916256582089        440.00000000000000     
   4.1243519900000002E-004          54 -0.92302808487224053        56.387011173280648        510.00000000000000     
   4.1243519900000002E-004          56 -0.86619406512836894        59.054135069865751        570.00000000000000     
   4.1243519900000002E-004          58 -0.78481868136860566        62.366622719364429        630.00000000000000     
   4.1243519900000002E-004          60 -0.74146774059871401        64.319192026323250        500.00000000000000     
