0.005 20 0.67188442944225546 27.5181
0.005 22 0.67787654781542905 28.4121
0.005 24 0.66047820067232255 29.1641
0.005 26 0.63277701275408804 29.8471
0.005 28 0.60065985091345986 30.4626
0.005 30 0.60571106905917671 31.2116
0.005 32 0.60543457904146247 31.8468
0.005 34 0.59876883806379821 32.4272
0.005 36 0.58190311487197588 32.9935
0.005 38 0.56238325580086046 33.5096
0.005 40 0.55260017005992546 34.0609
0.005 42 0.55179422161082348 34.6194
0.005 44 0.54957288629225121 35.1599
0.005 46 0.54805639908844317 35.6495
0.005 48 0.55216397477040202 36.1706
0.005 50 0.54659308128484918 36.638
0.005 52 0.56030187308817436 37.1622
0.005 54 0.56356882537944553 37.6467
0.005 56 0.56871731748737442 38.1607
0.005 58 0.56205274429098329 38.5782
0.005 60 0.56818535855005092 39.0487
