   0.0000000000000000        0.0000000000000000        6.7208455014804039E-006   0.0000000000000000               85   1.0000000000000000        0.0000000000000000        3.0000000000000000     
   3.3773727880779267E-008   1.0000000000000000E-002   7.5383004082765047E-006   2.0750002761798962E-003          86  0.99999986690127263        0.0000000000000000        3.0000000000000000     
   2.7018982304623413E-007   2.0000000000000000E-002   9.6150088765301281E-006   8.3000088377566724E-003          89  0.99999893521117333        0.0000000000000000        3.0000000000000000     
   9.1189065278103995E-007   2.9999999999999999E-002   1.2714792665729174E-005   1.8675067111714717E-002          94  0.99999640634679832        0.0000000000000000        3.0000000000000000     
   2.1615185843698731E-006   4.0000000000000001E-002   1.9268173784969358E-005   3.3200282808213466E-002          99  0.99999148175287844        0.0000000000000000        3.0000000000000000     
   4.2217159850974084E-006   5.0000000000000003E-002   2.7864667731010597E-005   5.1875863062174885E-002         107  0.99998336293366652        0.0000000000000000        3.0000000000000000     
   7.2951252222483222E-006   6.0000000000000005E-002   4.1829338735334198E-005   7.4702147574870995E-002         117  0.99997125149757138        0.0000000000000000        3.0000000000000000     
   1.1584388663107289E-005   7.0000000000000007E-002   6.3792531838506599E-005  0.10167964175551143              131  0.99995434921454018        0.0000000000000000        3.0000000000000000     
   1.7292148674958985E-005   8.0000000000000002E-002   1.0380590398525121E-004  0.13280904986283085              148  0.99993185808617557        0.0000000000000000        3.0000000000000000     
   2.4621047625088078E-005   8.9999999999999997E-002   1.8144354900241123E-004  0.16809130814667658              168  0.99990298042857539        0.0000000000000000        3.0000000000000000     
   3.3773727880779254E-005   9.9999999999999992E-002   3.3802437370474589E-004  0.20752761798959607              186  0.99986691896787694        0.0000000000000000        3.0000000000000000     
   4.4952831809317178E-005  0.10999999999999999        6.2544672781696109E-004  0.25111947904842430              198  0.99982287694848315        0.0000000000000000        3.0000000000000000     
   5.8361001777986537E-005  0.11999999999999998        1.0934897182093431E-003  0.29886872239587164              204  0.99977005825393561        0.0000000000000000        3.0000000000000000     
   7.4200880154071995E-005  0.12999999999999998        1.7949824467330022E-003  0.35077754366211089              207  0.99970766754040064        0.0000000000000000        3.0000000000000000     
   9.2675109304858258E-005  0.13999999999999999        2.7864612593339545E-003  0.40684853617636502              208  0.99963491038271612        0.0000000000000000        3.0000000000000000     
   1.1398633159763000E-004  0.14999999999999999        4.1192929712122158E-003  0.46708472410849516              207  0.99955099343294629        0.0000000000000000        3.0000000000000000     
