0.00041243 20 -4.7700761738685298 38.5702
0.00041243 22 -4.8749239350268905 39.6807
0.00041243 24 -4.9699638374302673 40.6889
0.00041243 26 -5.0583648969245623 41.602
0.00041243 28 -5.1459823327938290 42.4448
0.00041243 30 -5.1659887238313624 43.4014
0.00041243 32 -5.2228655211470310 44.2902
0.00041243 34 -5.2897816522969547 45.1102
0.00041243 36 -5.3390812346064340 45.8945
0.00041243 38 -5.3838016638100603 46.6261
0.00041243 40 -5.3971593412548540 47.3875
0.00041243 42 -5.3937067364157381 48.1513
0.00041243 44 -5.4056442633840804 48.8484
0.00041243 46 -5.4137821027030331 49.5899
0.00041243 48 -5.4597356278364559 50.246
0.00041243 50 -5.4930201885480558 50.9184
0.00041243 52 -5.4575709354818960 51.6913
0.00041243 54 -5.4232021728074535 52.4226
0.00041243 56 -5.3782554879246192 53.1502
0.00041243 58 -5.3414914102271309 53.8249
0.00041243 60 -5.2968610681746426 54.5089
