0.93242504E-03 -71.652503846090369 26.673125418207345 1.6213928437583638 5.3400989079264343E-004
0.49118067E-02 -71.652477090767050 26.673132077774657 1.6213749609899242 2.8130138718546359E-003
0.12066593E-01 -71.652341239708633 26.673166861938753 1.6212815502824753 6.9101961588557102E-003
0.22390792E-01 -71.651946577791620 26.673268715911973 1.6210080205448834 1.2820420931787825E-002
0.35873659E-01 -71.651078073707197 26.673493573856476 1.6204041237409688 2.0532768988505316E-002
0.52500950E-01 -71.649457000184967 26.673913952177550 1.6192749780990681 3.0028792422055722E-002
0.72255062E-01 -71.646743397166944 26.674618332375335 1.6173825774146935 4.1279441089715332E-002
0.95115064E-01 -71.642539659438256 26.675710269349437 1.6144479176863034 5.4241325054175928E-002
0.12105674E+00 -71.636395557741594 26.677307151691181 1.6101538894614922 6.8852458459419702E-002
0.15005259E+00 -71.627815019128988 26.679538535024399 1.6041490948430837 8.5027626063026343E-002
0.18207188E+00 -71.616264985524936 26.682543969062685 1.5960527479398039 0.10265354774854958
0.21708070E+00 -71.601186631737022 26.686470244895553 1.5854608041037705 0.12158405861855505
0.25504194E+00 -71.582009150701381 26.691468002196100 1.5719534345274910 0.14163556676327424
0.29591536E+00 -71.558166201691847 26.697687657472702 1.5551039166708680 0.16258309328113474
0.33965766E+00 -71.529114967070853 26.705274644722397 1.5344889467647320 0.18415723475485296
0.38622247E+00 -71.494357580250849 26.714363998890832 1.5097002986731454 0.20604241150686953
0.43556045E+00 -71.453464482958765 26.725074359655043 1.4803576559959319 0.22787676943118823
0.48761931E+00 -71.406099060648643 26.737501526552020 1.4461223359022188 0.24925408298908272
0.54234389E+00 -71.352042712690107 26.751711753664747 1.4067115106604022 0.26972795695533947
0.59967618E+00 -71.291219362402373 26.767735029190543 1.3619124252766610 0.28881854150209024
0.65955544E+00 -71.223718322185363 26.785558637573004 1.3115960179541060 0.30602185891424399
0.72191819E+00 -71.149814414067990 26.805121344174303 1.2557292859242162 0.32082169413120049
0.78669836E+00 -71.069984305844599 26.826308569235724 1.1943857137220941 0.33270383319553565
0.85382729E+00 -70.984918140980554 26.848948924104626 1.1277531030829107 0.34117225560647024
