 4.1934606900772877E+000 -5.3668716214264144E+001  2.9778135583512622E+001 -3.5738614582877626E-001  2.7376110225452777E-001 -4.5513725203369622E-005
 4.2933049922219846E+000 -5.3532634598903620E+001  2.9753283031751447E+001 -4.0427077373841580E-001  2.7733900978801501E-001 -4.6705423117981157E-005
 4.3931492943666823E+000 -5.3374754187725003E+001  2.9725213304925944E+001 -4.5713757632903118E-001  2.8190133738513951E-001 -4.8248171408603121E-005
 4.4929935965113792E+000 -5.3191478584309550E+001  2.9693525771039255E+001 -5.1668668104608950E-001  2.8675209970251608E-001 -4.9915490096111954E-005
 4.5928378986560769E+000 -5.2978642445346452E+001  2.9657775201179717E+001 -5.8367749652605683E-001  2.9238279585852528E-001 -5.1886608256681565E-005
 4.6926822008007738E+000 -5.2731447848875646E+001  2.9617468571530814E+001 -6.5892508469078293E-001  2.9893779356732947E-001 -5.4229608573130643E-005
 4.7925265029454716E+000 -5.2444410853505801E+001  2.9572062283428615E+001 -7.4329226141885951E-001  3.0658829192134573E-001 -5.7029876120034369E-005
 4.8923708050901684E+000 -5.2111331292558646E+001  2.9520960109715237E+001 -8.3767570338646025E-001  3.1552726633397238E-001 -6.0391324603412182E-005
 4.9922151072348662E+000 -5.1725306115036069E+001  2.9463512285489962E+001 -9.4298384936867174E-001  3.2598395861772655E-001 -6.4445912893588655E-005
 5.0920594093795630E+000 -5.1278816418689622E+001  2.9399016297860999E+001 -1.0601038549644142E+000  3.3823297552170190E-001 -6.9363235111041983E-005
 5.1919037115242608E+000 -5.0763930473917434E+001  2.9326720091931513E+001 -1.1898543723333577E+000  3.5210696522889984E-001 -7.5150733002793320E-005
 5.2917480136689576E+000 -5.0172677793855854E+001  2.9245828591993664E+001 -1.3329206414422943E+000  3.6896067096913082E-001 -8.2493975518345571E-005
 5.3915923158136554E+000 -4.9497658085943272E+001  2.9155514619184270E+001 -1.4897685701463064E+000  3.8824083895767003E-001 -9.1313187623187899E-005
 5.4914366179583523E+000 -4.8732944422218480E+001  2.9054935432811533E+001 -1.6605355617445994E+000  4.1097751619846379E-001 -1.0228832549001438E-004
 5.5912809201030500E+000 -4.7875306783855535E+001  2.8943256169663041E+001 -1.8448983681932329E+000  4.3779804578716586E-001 -1.1603386763708618E-004
 5.6911252222477469E+000 -4.6925699940966481E+001  2.8819681310704897E+001 -2.0419227942020721E+000  4.6942977858962509E-001 -1.3335566845152887E-004
 5.7909695243924446E+000 -4.5890811050034124E+001  2.8683494847440102E+001 -2.2499070436118487E+000  5.0670485174636715E-001 -1.5530864650290733E-004
 5.8908138265371415E+000 -4.4784251803986315E+001  2.8534108924645242E+001 -2.4662396453218052E+000  5.4978931563529820E-001 -1.8275540943782584E-004
 5.9906581286818392E+000 -4.3626763089377569E+001  2.8371119318654539E+001 -2.6873027676987831E+000  6.0030613033021474E-001 -2.1776322325068979E-004
 6.0905024308265361E+000 -4.2444708377830771E+001  2.8194364208405382E+001 -2.9084591675923566E+000  6.5926030256989077E-001 -2.6246588256418929E-004
 6.1903467329712338E+000 -4.1266355742145315E+001  2.8003980560960297E+001 -3.1241612597441040E+000  7.2762627201647123E-001 -3.1947774205366621E-004
 6.2901910351159307E+000 -4.0116133322015301E+001  2.7800450606066626E+001 -3.3282087927753325E+000  8.0626210949282817E-001 -3.9189381851578964E-004
 6.3900353372606284E+000 -3.9008106109372967E+001  2.7584630057386381E+001 -3.5141548499885409E+000  8.9458209522672438E-001 -4.8189679427450478E-004
 6.4898796394053262E+000 -3.7940906205130737E+001  2.7357750690668553E+001 -3.6758217295364126E+000  9.9384679239929885E-001 -5.9392384317226985E-004
 6.5897239415500231E+000 -3.6896536569725512E+001  2.7121392974758564E+001 -3.8078496709827880E+000  1.1038687314413291E+000 -7.3140418842615603E-004
 6.6895682436947208E+000 -3.5844355832641455E+001  2.6877429294161320E+001 -3.9061783254336468E+000  1.2239647563736848E+000 -8.9725054276037944E-004
 6.7894125458394177E+000 -3.4749411463157323E+001  2.6627943694802028E+001 -3.9683667768140087E+000  1.3528863450990123E+000 -1.0933127697630497E-003
 6.8892568479841154E+000 -3.3582244422795455E+001  2.6375138354256688E+001 -3.9936951323183303E+000  1.4868695914361636E+000 -1.3163684543042080E-003
 6.9891011501288123E+000 -3.2326609489262630E+001  2.6121238711979135E+001 -3.9830467712639712E+000  1.6253804922383468E+000 -1.5670774964735841E-003
 7.0889454522735100E+000 -3.0982668821377370E+001  2.5868407934603020E+001 -3.9386234106672235E+000  1.7659503833122863E+000 -1.8416387999103129E-003
 7.1887897544182069E+000 -2.9565362073811563E+001  2.5618677839998572E+001 -3.8635755106021565E+000  1.9059992984055836E+000 -2.1343428479572426E-003
 7.2886340565629046E+000 -2.8099525644201574E+001  2.5373899019780836E+001 -3.7616306554968335E+000  2.0429964478882900E+000 -2.4379353070106660E-003
 7.3884783587076015E+000 -2.6614050641038332E+001  2.5135709153429158E+001 -3.6367789434923776E+000  2.1716636330306751E+000 -2.7367657682858823E-003
 7.4883226608522993E+000 -2.5136942254301118E+001  2.4905516270209748E+001 -3.4930415850533469E+000  2.2956688070332811E+000 -3.0362794762740525E-003
 7.5881669629969961E+000 -2.3692173923761629E+001  2.4684493081884714E+001 -3.3343205857990483E+000  2.4073107228283845E+000 -3.3126744704026828E-003
 7.6880112651416939E+000 -2.2298344828842293E+001  2.4473579014652014E+001 -3.1643109045408968E+000  2.5117290692168495E+000 -3.5759680231497214E-003
 7.7878555672863907E+000 -2.0968657773145601E+001  2.4273487565768637E+001 -2.9864521613452246E+000  2.6014018024865369E+000 -3.8016041404966548E-003
 7.8876998694310885E+000 -1.9711627100868636E+001  2.4084717572526777E+001 -2.8039008688415947E+000  2.6828775506035822E+000 -4.0055406581813507E-003
 7.9875441715757853E+000 -1.8532043891000505E+001  2.3907567631659543E+001 -2.6195113719412073E+000  2.7526364962141119E+000 -4.1754671609417890E-003
 8.0873884737204822E+000 -1.7431910574777746E+001  2.3742153197966196E+001 -2.4358205171637941E+000  2.8108941787521502E+000 -4.3104692531126618E-003
 8.1872327758651799E+000 -1.6411216220022855E+001  2.3588425912338032E+001 -2.2550357113203963E+000  2.8581188769201051E+000 -4.4110914473736605E-003
 8.2870770780098777E+000 -1.5468526045678971E+001  2.3446194596412074E+001 -2.0790281823748522E+000  2.8990500498959264E+000 -4.4916953027734500E-003
 8.3869213801545754E+000 -1.4601409140839692E+001  2.3315147220882405E+001 -1.9093334923294809E+000  2.9264191777145010E+000 -4.5299109172435266E-003
 8.4867656822992714E+000 -1.3806744100526275E+001  2.3194873079721617E+001 -1.7471605034015023E+000  2.9493198457640317E+000 -4.5542976592044112E-003
 8.5866099844439692E+000 -1.3080939942015604E+001  2.3084884410738038E+001 -1.5934087930284149E+000  2.9645982333318357E+000 -4.5556452738334356E-003
 8.6864542865886669E+000 -1.2420100629449591E+001  2.2984636788630365E+001 -1.4486934325661869E+000  2.9774703820172488E+000 -4.5505682927894815E-003
 8.7862985887333647E+000 -1.1820152026331975E+001  2.2893547756856474E+001 -1.3133753223315854E+000  2.9802984315274506E+000 -4.5163030750015407E-003
 8.8861428908780606E+000 -1.1276942652393590E+001  2.2811013330927718E+001 -1.1875949594690869E+000  2.9825411093889143E+000 -4.4822219676039941E-003
 8.9859871930227584E+000 -1.0786324720452043E+001  2.2736422172901708E+001 -1.0713075433844599E+000  2.9806890246561131E+000 -4.4380671666408179E-003
 9.0858314951674561E+000 -1.0344219124439645E+001  2.2669167386513465E+001 -9.6431758920902744E-001  2.9798442064790271E+000 -4.3993164856487178E-003
 9.1856757973121539E+000 -9.9466666606051355E+000  2.2608656003903402E+001 -8.6631161310286953E-001  2.9718614465408137E+000 -4.3421030008844027E-003
 9.2855200994568499E+000 -9.5898671829206599E+000  2.2554316324306850E+001 -7.7688788398657083E-001  2.9660913663869404E+000 -4.2940786581768999E-003
 9.3853644016015476E+000 -9.2702081985362668E+000  2.2505603323295379E+001 -6.9558264183197227E-001  2.9586049648953741E+000 -4.2437300725712236E-003
 9.4852087037462454E+000 -8.9842843483290213E+000  2.2462002382161831E+001 -6.2189252671760420E-001  2.9497974690593209E+000 -4.1922241921836011E-003
 9.5850530058909431E+000 -8.7289091713566709E+000  2.2423031596212699E+001 -5.5529323037625600E-001  2.9399995688884100E+000 -4.1404751858346300E-003
 9.6848973080356409E+000 -8.5011204770333215E+000  2.2388242913756176E+001 -4.9525457249701949E-001  2.9339317796491851E+000 -4.1016059748681631E-003
 9.7847416101803368E+000 -8.2981805416486587E+000  2.2357222339689521E+001 -4.4125232590344710E-001  2.9229195449698051E+000 -4.0511683246122372E-003
 9.8845859123250346E+000 -8.1175722185692205E+000  2.2329589413206019E+001 -3.9277718036371878E-001  2.9160376547657245E+000 -4.0143034986798078E-003
 9.9844302144697323E+000 -7.9569919154383326E+000  2.2304996141715520E+001 -3.4934125762707047E-001  2.9089735592846195E+000 -3.9788267635560998E-003
 1.0084274516614430E+001 -7.8143402587236626E+000  2.2283125545128605E+001 -3.1048258281315316E-001  2.9018317204203199E+000 -3.9448861822908013E-003
 1.0184118818759126E+001 -7.6877111395859359E+000  2.2263689937909266E+001 -2.7576789009636593E-001  2.8946911551931334E+000 -3.9125569060349009E-003
 1.0283963120903824E+001 -7.5753797197431609E+000  2.2246429051812481E+001 -2.4479410209405772E-001  2.8876101086845050E+000 -3.8818585666962327E-003
 1.0383807423048522E+001 -7.4757898715269482E+000  2.2231108080547170E+001 -2.1718877870532352E-001  2.8850882625749308E+000 -3.8647042110515088E-003
 1.0483651725193219E+001 -7.3875414334094875E+000  2.2217515708937796E+001 -1.9260978670431442E-001  2.8782351747027031E+000 -3.8371102937859980E-003
 1.0583496027337915E+001 -7.3093775802806480E+000  2.2205462173450396E+001 -1.7074439899878122E-001  2.8715285942708939E+000 -3.8110055123534116E-003
 1.0683340329482613E+001 -7.2401725365650060E+000  2.2194777388002116E+001 -1.5130799379052756E-001  2.8694334161218662E+000 -3.7980898436431256E-003
 1.0783184631627311E+001 -7.1789197994453424E+000  2.2185309158503237E+001 -1.3404248974496177E-001  2.8630397533938785E+000 -3.7746460546284441E-003
 1.0883028933772009E+001 -7.1247209881134603E+000  2.2176921501268801E+001 -1.1871462393678033E-001  2.8612585707302935E+000 -3.7641297948375254E-003
 1.0982873235916705E+001 -7.0767753930199859E+000  2.2169493073962023E+001 -1.0511415465633847E-001  2.8596301197510567E+000 -3.7546671505495548E-003
 1.1082717538061402E+001 -7.0343702649464648E+000  2.2162915722788224E+001 -9.3052050781684617E-002  2.8536909785914384E+000 -3.7344969265616199E-003
 1.1182561840206100E+001 -6.9968718572098494E+000  2.2157093145971121E+001 -8.2358712874574677E-002  2.8523447461872169E+000 -3.7268958582421727E-003
 1.1282406142350798E+001 -6.9637172139664774E+000  2.2151939670868973E+001 -7.2882257933029174E-002  2.8511273433697331E+000 -3.7200938055525976E-003
 1.1382250444495494E+001 -6.9344066823843233E+000  2.2147379140219272E+001 -6.4486889323149818E-002  2.8500294014166117E+000 -3.7140152818538083E-003
 1.1482094746640191E+001 -6.9084971163772071E+000  2.2143343901762073E+001 -5.7051365346608318E-002  2.8445867777832041E+000 -3.6970016307529959E-003
 1.1581939048784889E+001 -6.8855957319272907E+000  2.2139773894738777E+001 -5.0467573754799488E-002  2.8436989782947570E+000 -3.6921741989055833E-003
 1.1681783350929587E+001 -6.8653545707298145E+000  2.2136615826378399E+001 -4.4639214927145753E-002  2.8429032483551886E+000 -3.6878743733749736E-003
 1.1781627653074283E+001 -6.8474655261725106E+000  2.2133822431371176E+001 -3.9480593075519634E-002  2.8421911401075692E+000 -3.6840476772095022E-003
 1.1881471955218981E+001 -6.8316558859342109E+000  2.2131351807415928E+001 -3.4915512456460608E-002  2.8415547436746800E+000 -3.6806445901119032E-003
 1.1981316257363678E+001 -6.8176843461901502E+000  2.2129166820152786E+001 -3.0876273950734622E-002  2.8409866975623506E+000 -3.6776202127158683E-003
 1.2081160559508376E+001 -6.8053374540503331E+000  2.2127234571112034E+001 -2.7302766330086280E-002  2.8404801993454765E+000 -3.6749339618727802E-003
 1.2181004861653072E+001 -6.7944264374394416E+000  2.2125525922687416E+001 -2.4141645931654649E-002  2.8355762310485502E+000 -3.6610421918750868E-003
 1.2280849163797770E+001 -6.7847843840621511E+000  2.2124015074552389E+001 -2.1345598188723322E-002  2.8351749313542052E+000 -3.6589319340763109E-003
 1.2380693465942468E+001 -6.7762637339231580E+000  2.2122679186360791E+001 -1.8872674433718529E-002  2.8348174753390456E+000 -3.6570588097468285E-003
 1.2480537768087165E+001 -6.7687340528840210E+000  2.2121498041995402E+001 -1.6685697526319571E-002  2.8344997764096274E+000 -3.6553980447487943E-003
 1.2580382070231861E+001 -6.7620800574587223E+000  2.2120453751038802E+001 -1.4751730112680798E-002  2.8342175627485466E+000 -3.6539260015584114E-003
 1.2680226372376559E+001 -6.7561998636948317E+000  2.2119530483534078E+001 -1.3041599651002296E-002  2.8339670043997702E+000 -3.6526216190606899E-003
 1.2780070674521257E+001 -6.7510034358523177E+000  2.2118714234474126E+001 -1.1529474712743584E-002  2.8337446423904504E+000 -3.6514660692502079E-003
 1.2879914976665955E+001 -6.7464112126263238E+000  2.2117992614804873E+001 -1.0192487465489205E-002  2.8335473925686063E+000 -3.6504426237967259E-003
 1.2979759278810652E+001 -6.7423528913288386E+000  2.2117354666048687E+001 -9.0103976461128766E-003  2.8333724750223017E+000 -3.6495363443178131E-003
 1.3079603580955348E+001 -6.7387663520895416E+000  2.2116790695949408E+001 -7.9652937297663012E-003  2.8332174177610883E+000 -3.6487339780345031E-003
 1.3179447883100046E+001 -6.7355967064287352E+000  2.2116292132810280E+001 -7.0413273831479457E-003  2.8330800026929865E+000 -3.6480237172896572E-003
 1.3279292185244744E+001 -6.7327954558784704E+000  2.2115851396441403E+001 -6.2244776543877098E-003  2.8329582512728604E+000 -3.6473950725342276E-003
 1.3379136487389442E+001 -6.7303197482238950E+000  2.2115461783856137E+001 -5.5023416933528257E-003  2.8328504074794676E+000 -3.6468387484701170E-003
 1.3478980789534138E+001 -6.7281317200544040E+000  2.2115117368056517E+001 -4.8639491133203169E-003  2.8327549002662686E+000 -3.6463464763232386E-003
 1.3578825091678835E+001 -6.7261979157431062E+000  2.2114812908428846E+001 -4.2995973977678383E-003  2.8326703339938137E+000 -3.6459109261814406E-003
 1.3678669393823533E+001 -6.7244887740281500E+000  2.2114543771433251E+001 -3.8007060240360015E-003  2.8325954676616836E+000 -3.6455255976198682E-003
 1.3778513695968231E+001 -6.7229781743378689E+000  2.2114305860416568E+001 -3.3596872200491830E-003  2.8325291965455812E+000 -3.6451847228675159E-003
 1.3878357998112927E+001 -6.7216430359774151E+000  2.2114095553508406E+001 -2.9698314921145301E-003  2.8324705450221326E+000 -3.6448832044111024E-003
 1.3978202300257625E+001 -6.7204629639973898E+000  2.2113909648676671E+001 -2.6252062623410215E-003  2.8324186416950403E+000 -3.6446165120567731E-003
 1.4078046602402322E+001 -6.7194199363505174E+000  2.2113745315122824E+001 -2.3205661350002168E-003  2.8323727150532467E+000 -3.6443806372883922E-003
 1.4177890904547020E+001 -6.7184980274948707E+000  2.2113600050289616E+001 -2.0512734736730172E-003  2.8323320807816681E+000 -3.6441720300877029E-003
 1.4277735206691716E+001 -6.7176831642562611E+000  2.2113471641836590E+001 -1.8132281167691771E-003  2.8322961321168520E+000 -3.6439875470930055E-003
 1.4377579508836414E+001 -6.7169629101062398E+000  2.2113358134011904E+001 -1.6028051894748888E-003  2.8322643312247622E+000 -3.6438244054924165E-003
 1.4477423810981112E+001 -6.7163262746150094E+000  2.2113257797914155E+001 -1.4168000868322809E-003  2.8322362015019031E+000 -3.6436801420441922E-003
 1.4577268113125809E+001 -6.7157635451368378E+000  2.2113169105195755E+001 -1.2523798066778589E-003  2.8322113207086197E+000 -3.6435525766756946E-003
 1.4677112415270505E+001 -6.7152661380382694E+000  2.2113090704810748E+001 -1.1070399039480288E-003  2.8321893148507380E+000 -3.6434397801666874E-003
 1.4776956717415203E+001 -6.7148264673736016E+000  2.2113021402455541E+001 -9.7856642036330769E-004  2.8321698527323766E+000 -3.6433400454711430E-003
 1.4876801019559901E+001 -6.7144378287577373E+000  2.2112960142391334E+001 -8.6500221705360732E-004  2.8321526411101887E+000 -3.6432518622788821E-003
 1.4976645321704599E+001 -6.7140942968503090E+000  2.2112905991372902E+001 -7.6461720285667155E-004  2.8321374203855041E+000 -3.6431738944591695E-003
 1.5076489623849294E+001 -6.7137906347146981E+000  2.2112858124440102E+001 -6.7588200905689037E-004  2.8321239607768725E+000 -3.6431049600660799E-003
 1.5176333925993992E+001 -6.7135222137862627E+000  2.2112815812356377E+001 -5.9744471276468119E-004  2.8321120589213291E+000 -3.6430440136200433E-003
 1.5276178228138690E+001 -6.7132849431326687E+000  2.2112778410503815E+001 -5.2811025676337178E-004  2.8321015348576006E+000 -3.6429901304100044E-003
 1.5376022530283388E+001 -6.7130752069372459E+000  2.2112745349065822E+001 -4.6682225414265092E-004  2.8320922293497457E+000 -3.6429424925897222E-003
 1.5475866832428084E+001 -6.7128898093021627E+000  2.2112716124348413E+001 -4.1264690187384835E-004  2.8320840015132887E+000 -3.6429003768646264E-003
 1.5575711134572781E+001 -6.7127259254173914E+000  2.2112690291108120E+001 -3.6475875934138574E-004  2.8320767252969778E+000 -3.6428631399532119E-003
 1.5675555436717479E+001 -6.7125810584757746E+000  2.2112667455769763E+001 -3.2242817583094348E-004  2.8320702932726305E+000 -3.6428302234845821E-003
 1.5775399738862177E+001 -6.7124530015197879E+000  2.2112647270431125E+001 -2.8501017607781399E-004  2.8320646064995532E+000 -3.6428011236337475E-003
 1.5875244041006873E+001 -6.7123398038093649E+000  2.2112629427563053E+001 -2.5193463492899159E-004  2.8320595787154739E+000 -3.6427753981101508E-003
 1.5975088343151571E+001 -6.7122397410430299E+000  2.2112613655324530E+001 -2.2269759173109324E-004  2.8320551336258672E+000 -3.6427526558307092E-003
 1.6074932645296268E+001 -6.7121512890598796E+000  2.2112599713421282E+001 -1.9685357232861303E-004  2.8320512037555097E+000 -3.6427325510005218E-003
 1.6174776947440964E+001 -6.7120731006036509E+000  2.2112587389444929E+001 -1.7400880184957092E-004  2.8320477294317934E+000 -3.6427147778761975E-003
 1.6274621249585664E+001 -6.7120039847728492E+000  2.2112576495636940E+001 -1.5381520501993654E-004  2.8320446578845719E+000 -3.6426990661328324E-003
 1.6374465551730360E+001 -6.7119428888705883E+000  2.2112566866028050E+001 -1.3596510262190090E-004  2.8320419424494774E+000 -3.6426851767658651E-003
 1.6474309853875059E+001 -6.7118888823680214E+000  2.2112558353909652E+001 -1.2018652337087789E-004  2.8320395418628430E+000 -3.6426728984661236E-003
 1.6574154156019755E+001 -6.7118411427050733E+000  2.2112550829598646E+001 -1.0623905983160902E-004  2.8320374196377571E+000 -3.6426620444136130E-003
 1.6673998458164451E+001 -6.7117989427806783E+000  2.2112544178461587E+001 -9.3910205248032912E-005  2.8320355435120161E+000 -3.6426524494419577E-003
 1.6773842760309151E+001 -6.7117616398477278E+000  2.2112538299168200E+001 -8.3012115473850694E-005  2.8320338849596327E+000 -3.6426439675304842E-003
 1.6873687062453847E+001 -6.7117286657416670E+000  2.2112533102147538E+001 -7.3378746704161977E-005  2.8320324187587591E+000 -3.6426364695865744E-003
 1.6973531364598543E+001 -6.7116995182238171E+000  2.2112528508223299E+001 -6.4863325378152866E-005  2.8320311226094423E+000 -3.6426298414845115E-003
 1.7073375666743242E+001 -6.7116737533135291E+000  2.2112524447407541E+001 -5.7336111720985871E-005  2.8320299767954698E+000 -3.6426239823311784E-003
 1.7173219968887938E+001 -6.7116509785527665E+000  2.2112520857834351E+001 -5.0682422850218497E-005  2.8320289638853131E+000 -3.6426188029326065E-003
 1.7273064271032638E+001 -6.7116308470066182E+000  2.2112517684817277E+001 -4.4800885310773623E-005  2.8320280684676939E+000 -3.6426142244382360E-003
 1.7372908573177334E+001 -6.7116130519991239E+000  2.2112514880016171E+001 -3.9601890418448110E-005  2.8320272769175094E+000 -3.6426101771416405E-003
 1.7472752875322030E+001 -6.7115973224220147E+000  2.2112512400700673E+001 -3.5006228872469496E-005  2.8320265771890734E+000 -3.6426065994208030E-003
 1.7572597177466729E+001 -6.7115834186242944E+000  2.2112510209099216E+001 -3.0943883848924515E-005  2.8320259586331424E+000 -3.6426034368008042E-003
 1.7672441479611425E+001 -6.7115711287697444E+000  2.2112508271823550E+001 -2.7352964151730654E-005  2.8320254118350694E+000 -3.6426006411250083E-003
 1.7772285781756121E+001 -6.7115602655672495E+000  2.2112506559360050E+001 -2.4178761193159565E-005  2.8320249284718364E+000 -3.6425981698226728E-003
 1.7872130083900821E+001 -6.7115506634951441E+000  2.2112505045620093E+001 -2.1372915401931009E-005  2.8320245011855034E+000 -3.6425959852610769E-003
 1.7971974386045517E+001 -6.7115421761887113E+000  2.2112503707542569E+001 -1.8892679404353341E-005  2.8320241234713439E+000 -3.6425940541728536E-003
 1.8071818688190216E+001 -6.7115346743100055E+000  2.2112502524742538E+001 -1.6700266695307222E-005  2.8320237895789795E+000 -3.6425923471497977E-003
 1.8171662990334912E+001 -6.7115280434827218E+000  2.2112501479200688E+001 -1.4762275911555742E-005  2.8320234944249574E+000 -3.6425908381953432E-003
 1.8271507292479608E+001 -6.7115221826383831E+000  2.2112500554988781E+001 -1.3049181925945305E-005  2.8320232335153226E+000 -3.6425895043285853E-003
 1.8371351594624308E+001 -6.7115170023989048E+000  2.2112499738027005E+001 -1.1534886000116871E-005  2.8320230028774378E+000 -3.6425883252349206E-003
