 9.9844302144697319E-002  3.1119090389017778E-002  1.7676441924618348E-002 -5.8807945874634159E-005
 1.9968860428939464E-001  3.1119073596811694E-002  1.7677677662785638E-002 -1.2639058090036457E-005
 2.9953290643409197E-001  3.1119053133825087E-002  1.7678010221637300E-002 -3.8060833822060974E-006
 3.9937720857878928E-001  3.1119028197630939E-002  1.7678102737081057E-002 -4.5998803829880322E-007
 4.9922151072348658E-001  3.1118997810396055E-002  1.7678084642457566E-002  1.3386899854178994E-006
 5.9906581286818394E-001  3.1118960780539794E-002  1.7677996108233365E-002  2.5638103811817142E-006
 6.9891011501288125E-001  3.1118915656012647E-002  1.7677851162065761E-002  3.5547203836410624E-006
 7.9875441715757856E-001  3.1118860667363465E-002  1.7677653345595103E-002  4.4585418178192038E-006
 8.9859871930227586E-001  3.1118793658364081E-002  1.7677400785096432E-002  5.3511763501685491E-006
 9.9844302144697317E-001  3.1118712001472749E-002  1.7677088054450067E-002  6.2785372196020131E-006
 1.0982873235916706E+000  3.1118612494824380E-002  1.7676706834981609E-002  7.2730038775718151E-006
 1.1981316257363679E+000  3.1118491236712464E-002  1.7676246033226945E-002  8.3608597508277966E-006
 1.2979759278810652E+000  3.1118343472647001E-002  1.7675691600715752E-002  9.5660468251168155E-006
 1.3978202300257625E+000  3.1118163409000660E-002  1.7675026150965448E-002  1.0912283931057830E-005
 1.4976645321704598E+000  3.1117943985949682E-002  1.7674228404869961E-002  1.2424417420063084E-005
 1.5975088343151571E+000  3.1117676600826875E-002  1.7673272467472721E-002  1.4129405910363725E-005
 1.6973531364598544E+000  3.1117350771069724E-002  1.7672126919874527E-002  1.6057140227774764E-005
 1.7971974386045517E+000  3.1116953723593303E-002  1.7670753699841345E-002  1.8241208041513724E-005
 1.8970417407492490E+000  3.1116469894555087E-002  1.7669106732686707E-002  2.0719669011574454E-005
 1.9968860428939463E+000  3.1115880319998825E-002  1.7667130263873218E-002  2.3535884733960814E-005
 2.0967303450386439E+000  3.1115161893635373E-002  1.7664756833579053E-002  2.6739437689406307E-005
 2.1965746471833412E+000  3.1114286462882886E-002  1.7661904818964173E-002  3.0387169062550850E-005
 2.2964189493280385E+000  3.1113219728056519E-002  1.7658475455359084E-002  3.4544364239190418E-005
 2.3962632514727358E+000  3.1111919902042352E-002  1.7654349228105378E-002  3.9286115926370970E-005
 2.4961075536174331E+000  3.1110336078641047E-002  1.7649381505551509E-002  4.4698896999479297E-005
 2.5959518557621304E+000  3.1108406246703121E-002  1.7643397257460301E-002  5.0882378511054780E-005
 2.6957961579068277E+000  3.1106054873823036E-002  1.7636184673147936E-002  5.7951531921172773E-005
 2.7956404600515250E+000  3.1103189967273421E-002  1.7627487458619209E-002  6.6039058510013941E-005
 2.8954847621962223E+000  3.1099699500537984E-002  1.7616995551358355E-002  7.5298192800494153E-005
 2.9953290643409196E+000  3.1095447070667661E-002  1.7604333946821933E-002  8.5905929568044038E-005
 3.0951733664856169E+000  3.1090266624105422E-002  1.7589049279593059E-002  9.8066725379790230E-005
 3.1950176686303142E+000  3.1083956055920365E-002  1.7570593749740022E-002  1.1201672361418842E-004
 3.2948619707750115E+000  3.1076269448872242E-002  1.7548305930330188E-002  1.2802854491085797E-004
 3.3947062729197088E+000  3.1066907673755403E-002  1.7521387942473019E-002  1.4641666961171868E-004
 3.4945505750644061E+000  3.1055507020566208E-002  1.7488878446834544E-002  1.6754341059668646E-004
 3.5943948772091034E+000  3.1041625471044759E-002  1.7449620888064420E-002  1.9182542712624902E-004
 3.6942391793538008E+000  3.1024726157498166E-002  1.7402226460684796E-002  2.1974065351941226E-004
 3.7940834814984981E+000  3.1004157481950078E-002  1.7345031372650296E-002  2.5183539701121118E-004
 3.8939277836431954E+000  3.0979129296611743E-002  1.7276048206939360E-002  2.8873117787626105E-004
 3.9937720857878927E+000  3.0948684476951874E-002  1.7192911589374398E-002  3.3113061657278839E-004
 4.0936163879325900E+000  3.0911665161528882E-002  1.7092819045295228E-002  3.7982128269006441E-004
 4.1934606900772877E+000  3.0866672903054695E-002  1.6972468994203772E-002  4.3567586606502347E-004
 4.2933049922219846E+000  3.0812021995670836E-002  1.6827999442169807E-002  4.9964626032090651E-004
 4.3931492943666823E+000  3.0745685348104360E-002  1.6654933287569795E-002  5.7274810927559756E-004
