 0.93242504E-03 0.10592165E+00 0.13265173E+00 0.88626753E-07
 0.49118067E-02 0.10592160E+00 0.13265169E+00 0.46684594E-06
 0.12066593E-01 0.10592136E+00 0.13265149E+00 0.11466209E-05
 0.22390792E-01 0.10592065E+00 0.13265088E+00 0.21262781E-05
 0.35873659E-01 0.10591908E+00 0.13264954E+00 0.34017110E-05
 0.52500950E-01 0.10591614E+00 0.13264703E+00 0.49649032E-05
 0.72255062E-01 0.10591123E+00 0.13264282E+00 0.68019073E-05
 0.95115064E-01 0.10590360E+00 0.13263629E+00 0.88904272E-05
 0.12105674E+00 0.10589245E+00 0.13262673E+00 0.11197086E-04
 0.15005259E+00 0.10587687E+00 0.13261332E+00 0.13674483E-04
 0.18207188E+00 0.10585587E+00 0.13259521E+00 0.16258170E-04
 0.21708070E+00 0.10582842E+00 0.13257143E+00 0.18863718E-04
 0.25504194E+00 0.10579345E+00 0.13254098E+00 0.21384087E-04
 0.29591536E+00 0.10574990E+00 0.13250279E+00 0.23687526E-04
 0.33965766E+00 0.10569671E+00 0.13245577E+00 0.25616286E-04
 0.38622247E+00 0.10563290E+00 0.13239878E+00 0.26986433E-04
 0.43556045E+00 0.10555757E+00 0.13233071E+00 0.27589044E-04
 0.48761931E+00 0.10546996E+00 0.13225045E+00 0.27193066E-04
 0.54234389E+00 0.10536948E+00 0.13215696E+00 0.25550041E-04
 0.59967618E+00 0.10525577E+00 0.13204926E+00 0.22400851E-04
 0.65955544E+00 0.10512870E+00 0.13192652E+00 0.17484469E-04
 0.72191819E+00 0.10498843E+00 0.13178810E+00 0.10548611E-04
 0.78669836E+00 0.10483542E+00 0.13163359E+00 0.13619260E-05
 0.85382729E+00 0.10467044E+00 0.13146286E+00 -.10272775E-04
 0.92323384E+00 0.10449458E+00 0.13127617E+00 -.24505020E-04
 0.99484446E+00 0.10430923E+00 0.13107420E+00 -.41423832E-04
 0.10685833E+01 0.10411607E+00 0.13085810E+00 -.61046650E-04
 0.11443721E+01 0.10391703E+00 0.13062956E+00 -.83311216E-04
 0.12221306E+01 0.10371424E+00 0.13039078E+00 -.10807163E-03
 0.13017765E+01 0.10350996E+00 0.13014451E+00 -.13509971E-03
 0.13832252E+01 0.10330658E+00 0.12989394E+00 -.16409245E-03
 0.14663906E+01 0.10310647E+00 0.12964264E+00 -.19468623E-03
 0.15511844E+01 0.10291202E+00 0.12939438E+00 -.22647770E-03
 0.16375167E+01 0.10272548E+00 0.12915297E+00 -.25905084E-03
 0.17252962E+01 0.10254900E+00 0.12892196E+00 -.29200906E-03
 0.18144298E+01 0.10238449E+00 0.12870444E+00 -.32501055E-03
 0.19048229E+01 0.10223362E+00 0.12850271E+00 -.35780450E-03
 0.19963799E+01 0.10209775E+00 0.12831807E+00 -.39026545E-03
 0.20890037E+01 0.10197786E+00 0.12815055E+00 -.42242296E-03
 0.21825961E+01 0.10187453E+00 0.12799881E+00 -.45448352E-03
 0.22770580E+01 0.10178781E+00 0.12786000E+00 -.48684245E-03
 0.23722892E+01 0.10171721E+00 0.12772986E+00 -.52008380E-03
 0.24681888E+01 0.10166162E+00 0.12760279E+00 -.55496766E-03
 0.25646552E+01 0.10161925E+00 0.12747211E+00 -.59240504E-03
 0.26615862E+01 0.10158764E+00 0.12733036E+00 -.63342209E-03
 0.27588790E+01 0.10156358E+00 0.12716966E+00 -.67911628E-03
 0.28564305E+01 0.10154323E+00 0.12698212E+00 -.73060844E-03
 0.29541374E+01 0.10152214E+00 0.12676022E+00 -.78899491E-03
 0.30518961E+01 0.10149537E+00 0.12649715E+00 -.85530416E-03
 0.31496030E+01 0.10145767E+00 0.12618712E+00 -.93046174E-03
 0.32471545E+01 0.10140363E+00 0.12582551E+00 -.10152665E-02
 0.33444473E+01 0.10132791E+00 0.12540897E+00 -.11103795E-02
 0.34413783E+01 0.10122547E+00 0.12493542E+00 -.12163250E-02
 0.35378447E+01 0.10109175E+00 0.12440387E+00 -.13335018E-02
 0.36337443E+01 0.10092284E+00 0.12381427E+00 -.14622017E-02
 0.37289755E+01 0.10071570E+00 0.12316723E+00 -.16026299E-02
 0.38234373E+01 0.10046818E+00 0.12246372E+00 -.17549230E-02
 0.39170298E+01 0.10017908E+00 0.12170487E+00 -.19191612E-02
 0.40096535E+01 0.99848170E-01 0.12089167E+00 -.20953697E-02
 0.41012105E+01 0.99476079E-01 0.12002490E+00 -.22835095E-02
 0.41916037E+01 0.99064212E-01 0.11910502E+00 -.24834566E-02
 0.42807373E+01 0.98614597E-01 0.11813219E+00 -.26949725E-02
 0.43685167E+01 0.98129728E-01 0.11710642E+00 -.29176693E-02
