 0.93242504E-03 0.30762981E-01 0.31369640E-01 0.62179084E-06
 0.49118067E-02 0.30763081E-01 0.31369492E-01 0.32754282E-05
 0.12066593E-01 0.30763603E-01 0.31368721E-01 0.80462361E-05
 0.22390792E-01 0.30765130E-01 0.31366463E-01 0.14928728E-04
 0.35873659E-01 0.30768503E-01 0.31361478E-01 0.23911569E-04
 0.52500950E-01 0.30774808E-01 0.31352157E-01 0.34976261E-04
 0.72255062E-01 0.30785373E-01 0.31336540E-01 0.48094479E-04
 0.95115064E-01 0.30801751E-01 0.31312328E-01 0.63224821E-04
 0.12105674E+00 0.30825703E-01 0.31276919E-01 0.80309127E-04
 0.15005259E+00 0.30859175E-01 0.31227435E-01 0.99268486E-04
 0.18207188E+00 0.30904261E-01 0.31160778E-01 0.11999913E-03
 0.21708070E+00 0.30963167E-01 0.31073682E-01 0.14236844E-03
 0.25504194E+00 0.31038157E-01 0.30962791E-01 0.16621124E-03
 0.29591536E+00 0.31131497E-01 0.30824746E-01 0.19132687E-03
 0.33965766E+00 0.31245381E-01 0.30656281E-01 0.21747716E-03
 0.38622247E+00 0.31381854E-01 0.30454346E-01 0.24438584E-03
 0.43556045E+00 0.31542720E-01 0.30216225E-01 0.27173967E-03
 0.48761931E+00 0.31729453E-01 0.29939670E-01 0.29919158E-03
 0.54234389E+00 0.31943096E-01 0.29623039E-01 0.32636621E-03
 0.59967618E+00 0.32184162E-01 0.29265428E-01 0.35286784E-03
 0.65955544E+00 0.32452545E-01 0.28866790E-01 0.37829088E-03
 0.72191819E+00 0.32747433E-01 0.28428048E-01 0.40223258E-03
 0.78669836E+00 0.33067244E-01 0.27951169E-01 0.42430777E-03
 0.85382729E+00 0.33409574E-01 0.27439218E-01 0.44416487E-03
 0.92323384E+00 0.33771181E-01 0.26896371E-01 0.46150245E-03
 0.99484446E+00 0.34147986E-01 0.26327882E-01 0.47608544E-03
 0.10685833E+01 0.34535117E-01 0.25740016E-01 0.48775980E-03
 0.11443721E+01 0.34926983E-01 0.25139928E-01 0.49646464E-03
 0.12221306E+01 0.35317385E-01 0.24535511E-01 0.50224075E-03
 0.13017765E+01 0.35699650E-01 0.23935199E-01 0.50523463E-03
 0.13832252E+01 0.36066806E-01 0.23347755E-01 0.50569756E-03
 0.14663906E+01 0.36411769E-01 0.22782023E-01 0.50397924E-03
 0.15511844E+01 0.36727554E-01 0.22246678E-01 0.50051623E-03
 0.16375167E+01 0.37007490E-01 0.21749967E-01 0.49581561E-03
 0.17252962E+01 0.37245443E-01 0.21299455E-01 0.49043465E-03
 0.18144298E+01 0.37436024E-01 0.20901767E-01 0.48495742E-03
 0.19048229E+01 0.37574791E-01 0.20562361E-01 0.47996962E-03
 0.19963799E+01 0.37658429E-01 0.20285295E-01 0.47603274E-03
 0.20890037E+01 0.37684896E-01 0.20073033E-01 0.47365880E-03
 0.21825961E+01 0.37653538E-01 0.19926270E-01 0.47328654E-03
 0.22770580E+01 0.37565165E-01 0.19843799E-01 0.47526015E-03
 0.23722892E+01 0.37422067E-01 0.19822421E-01 0.47981110E-03
 0.24681888E+01 0.37227986E-01 0.19856923E-01 0.48704375E-03
 0.25646552E+01 0.36988024E-01 0.19940129E-01 0.49692528E-03
 0.26615862E+01 0.36708489E-01 0.20063030E-01 0.50928054E-03
 0.27588790E+01 0.36396681E-01 0.20215020E-01 0.52379211E-03
 0.28564305E+01 0.36060629E-01 0.20384212E-01 0.54000639E-03
 0.29541374E+01 0.35708768E-01 0.20557853E-01 0.55734567E-03
 0.30518961E+01 0.35349600E-01 0.20722799E-01 0.57512669E-03
 0.31496030E+01 0.34991326E-01 0.20866040E-01 0.59258526E-03
 0.32471545E+01 0.34641491E-01 0.20975242E-01 0.60890639E-03
 0.33444473E+01 0.34306655E-01 0.21039257E-01 0.62325875E-03
 0.34413783E+01 0.33992105E-01 0.21048588E-01 0.63483179E-03
 0.35378447E+01 0.33701645E-01 0.20995758E-01 0.64287346E-03
 0.36337443E+01 0.33437451E-01 0.20875579E-01 0.64672609E-03
 0.37289755E+01 0.33200025E-01 0.20685285E-01 0.64585810E-03
 0.38234373E+01 0.32988236E-01 0.20424545E-01 0.63988946E-03
 0.39170298E+01 0.32799444E-01 0.20095348E-01 0.62860894E-03
 0.40096535E+01 0.32629699E-01 0.19701784E-01 0.61198222E-03
 0.41012105E+01 0.32474007E-01 0.19249741E-01 0.59015056E-03
 0.41916037E+01 0.32326633E-01 0.18746537E-01 0.56342012E-03
 0.42807373E+01 0.32181421E-01 0.18200521E-01 0.53224345E-03
 0.43685167E+01 0.32032125E-01 0.17620667E-01 0.49719432E-03
 0.44548491E+01 0.31872716E-01 0.17016190E-01 0.45893825E-03
 0.45396429E+01 0.31697655E-01 0.16396185E-01 0.41820069E-03
 0.46228083E+01 0.31502127E-01 0.15769331E-01 0.37573497E-03
 0.47042570E+01 0.31282211E-01 0.15143643E-01 0.33229188E-03
 0.47839029E+01 0.31035001E-01 0.14526296E-01 0.28859261E-03
 0.48616614E+01 0.30758667E-01 0.13923505E-01 0.24530583E-03
 0.49374502E+01 0.30452460E-01 0.13340468E-01 0.20302999E-03
 0.50111890E+01 0.30116675E-01 0.12781361E-01 0.16228075E-03
 0.50827996E+01 0.29752570E-01 0.12249367E-01 0.12348369E-03
 0.51522062E+01 0.29362262E-01 0.11746752E-01 0.86971796E-04
 0.52193351E+01 0.28948595E-01 0.11274946E-01 0.52987026E-04
 0.52841153E+01 0.28515006E-01 0.10834658E-01 0.21685336E-04
 0.53464780E+01 0.28065382E-01 0.10425978E-01 -.68557513E-05
 0.54063573E+01 0.27603919E-01 0.10048493E-01 -.32627801E-04
 0.54636896E+01 0.27134998E-01 0.97013903E-02 -.55681097E-04
 0.55184142E+01 0.26663063E-01 0.93835572E-02 -.76113906E-04
 0.55704730E+01 0.26192527E-01 0.90936683E-02 -.94061910E-04
 0.56198110E+01 0.25727676E-01 0.88302619E-02 -.10968823E-03
 0.56663758E+01 0.25272612E-01 0.85918046E-02 -.12317433E-03
 0.57101181E+01 0.24831192E-01 0.83767457E-02 -.13471203E-03
 0.57509915E+01 0.24406993E-01 0.81835601E-02 -.14449659E-03
 0.57889528E+01 0.24003291E-01 0.80107817E-02 -.15272113E-03
 0.58239616E+01 0.23623043E-01 0.78570288E-02 -.15957205E-03
 0.58559809E+01 0.23268889E-01 0.77210217E-02 -.16522551E-03
 0.58849767E+01 0.22943156E-01 0.76015946E-02 -.16984495E-03
 0.59109184E+01 0.22647868E-01 0.74977020E-02 -.17357921E-03
 0.59337784E+01 0.22384761E-01 0.74084219E-02 -.17656145E-03
 0.59535325E+01 0.22155306E-01 0.73329550E-02 -.17890852E-03
 0.59701598E+01 0.21960721E-01 0.72706233E-02 -.18072068E-03
 0.59836427E+01 0.21801993E-01 0.72208659E-02 -.18208161E-03
 0.59939669E+01 0.21679898E-01 0.71832357E-02 -.18305860E-03
