 2.5000000000000001E-004  3.3143548735704090E-007  4.7663323330320517E-004  5.5379080602582476E-007  4.7751845959658807E-004
 5.0000000000000001E-004  4.6301206188518973E-005  6.2808254432070707E-004  7.2971966270122177E-007  6.7511347017192730E-004
 7.5000000000000002E-004  1.4840653673696492E-004  7.2832356078995604E-004  8.4616103235340696E-007  8.7757625855927439E-004
 1.0000000000000000E-003  2.8658540443173090E-004  8.3620961386673119E-004  9.7148154716603351E-007  1.1237664998456282E-003
 1.2500000000000000E-003  4.6069569780933062E-004  9.2481416290923790E-004  1.0744037344128272E-006  1.3865842644529814E-003
 1.5000000000000000E-003  6.6098403568329636E-004  1.0168804066877097E-003  1.1813462490412890E-006  1.6790457886200472E-003
 1.7500000000000000E-003  8.8440699984110587E-004  1.1108535406822979E-003  1.2905030951124183E-006  1.9965510436185164E-003
 2.0000000000000000E-003  1.1292932447292045E-003  1.2043761240950821E-003  1.3991359964870768E-006  2.3350685048207738E-003
 2.2499999999999998E-003  1.3971106419794752E-003  1.2892706844482337E-003  1.4977463990698912E-006  2.6878790728267787E-003
 2.5000000000000001E-003  1.6782967714643283E-003  1.3852593404171608E-003  1.6092428257077015E-006  3.0651653547071967E-003
 2.7499999999999998E-003  1.9816620509044893E-003  1.4683829572748233E-003  1.7057953935683178E-006  3.4517508035728809E-003
 3.0000000000000001E-003  2.2948289127605521E-003  1.5640521947411963E-003  1.8169199962574460E-006  3.8606980274980061E-003
 3.2499999999999999E-003  2.6255282142193907E-003  1.6530055748699508E-003  1.9202434602393084E-006  4.2804540325495815E-003
 3.5000000000000001E-003  2.9748995090712323E-003  1.7318642479685008E-003  2.0118412069280708E-006  4.7087755982466615E-003
 3.7499999999999999E-003  3.3227518944964401E-003  1.8390488556574061E-003  2.1363404020892743E-006  5.1639370905559355E-003
 4.0000000000000001E-003  3.6941117020599080E-003  1.9237976925456448E-003  2.2347792940532642E-006  5.6201441738996062E-003
 4.2500000000000003E-003  4.0692643689281575E-003  2.0229941729525669E-003  2.3499993846516388E-006  6.0946085412653759E-003
 4.4999999999999997E-003  4.4596086198641994E-003  2.1140400075974879E-003  2.4557519827901428E-006  6.5761043794444777E-003
 4.7499999999999999E-003  4.8570064859448005E-003  2.2109868755518561E-003  2.5683585811859248E-006  7.0705617200778432E-003
 5.0000000000000001E-003  5.2704277525159222E-003  2.2970083163964400E-003  2.6682747884077515E-006  7.5701043437007703E-003
 5.2500000000000003E-003  5.7513368366871294E-003  2.2844394670765312E-003  2.6536757440922501E-006  8.0384299795077541E-003
 5.4999999999999997E-003  6.1089418867721779E-003  2.4972523554574436E-003  2.9008629633609365E-006  8.6090951051929817E-003
 5.7499999999999999E-003  6.5384221948940006E-003  2.6020289735073157E-003  3.0225631484163533E-006  9.1434737315497332E-003
 6.0000000000000001E-003  7.0686438799599030E-003  2.5553305146995748E-003  2.9683219597419820E-006  9.6269427166192200E-003
 6.2500000000000003E-003  7.4269377240566191E-003  2.8027864973592829E-003  3.2557465481726523E-006  1.0232979967964075E-002
 6.4999999999999997E-003  7.9383069311504545E-003  2.8140682098549714E-003  3.2688504349619852E-006  1.0755643991440389E-002
 6.7499999999999999E-003  8.3487185588283965E-003  2.9991685685157275E-003  3.4838471206565719E-006  1.1351370974464781E-002
 7.0000000000000001E-003  8.8690980718224670E-003  3.0209396556537126E-003  3.5091345109942477E-006  1.1893546861987174E-002
 7.2500000000000004E-003  9.2990013022702933E-003  3.1957850321777748E-003  3.7122193515499935E-006  1.2498498553799618E-002
 7.4999999999999997E-003  9.8622644706558831E-003  3.1740410194926283E-003  3.6869634639758219E-006  1.3039992453612488E-002
 7.7499999999999999E-003  1.0261088285357909E-002  3.4153550478096956E-003  3.9672517568059298E-006  1.3680410584924410E-002
 8.0000000000000002E-003  1.0918939118933430E-002  3.2725519717164853E-003  3.8013848652303559E-006  1.4195292475515146E-002
 8.2500000000000004E-003  1.1285541567722931E-002  3.5778820773279068E-003  4.1560278631377806E-006  1.4867579672913975E-002
 8.5000000000000006E-003  1.1757619424351721E-002  3.7333541495625480E-003  4.3366093041350077E-006  1.5495310183218404E-002
 8.7500000000000008E-003  1.2428809660696144E-002  3.6017684558191480E-003  4.1837720064104010E-006  1.6034761888521706E-002
