# rho_B       Z   N                   tau_n                    tau_p                    tau_t                    field                     spin-orbit                coul_dir                 coul_exc                  coul_tot                 skyrme                    strut_p                   pair_n                    e_pair_bcs_p              k_e                      coul_ee                  coul_pe                   mu_n                     mu_p                      mu_e                     mu_t                     e_t                       e/a_t                     p_nucl                   p_e                      p_ex                     p_t
  0.01225000  40  1029.2357063915979  8.0998624866734708E+003  4.5241046873458583E+002  8.5522729554080561E+003  -6.0525815242704757E+003  -4.9610526405453584E+001  2.0729722848924942E+002  -1.2612810841124009E+001  1.9468441764812545E+002  2.6447653223802490E+003   1.3792289428183722E+000   -2.3320068550040983E+002  -2.5501380872389368E-007  1.3916860231715887E+003  5.1869937806837903E+001  -1.2409888881119551E+002  0.0000000000000000E+000  -4.0527932032499194E+001  0.0000000000000000E+000  0.0000000000000000E+000  3.7011072177348706E+003   3.4612220093557164E+000   1.9893232994693238E-002  5.3915357886031978E-003  6.2625800409502359E-006  2.5291031363337383E-002
  0.01250000  40  1034.5569748397011  8.2152295262437219E+003  4.5080067524857316E+002  8.6660302014922945E+003  -6.1089421001660357E+003  -4.9464428046488251E+001  2.0693435635889890E+002  -1.2590631041586805E+001  1.9434372531731194E+002  2.7019673985970853E+003   1.3684366487352690E+000   -2.3485381885475877E+002  -2.4670540768421466E-007  1.3988754031450251E+003  5.2134128473175927E+001  -1.2471023951363692E+002  0.0000000000000000E+000  -4.0716338794613222E+001  0.0000000000000000E+000  0.0000000000000000E+000  3.7634875882489159E+003   3.5023620676864056E+000   2.0471619232428438E-002  5.5022068840248021E-003  6.3911233027592470E-006  2.5980217239756000E-002
  0.01275000  40  1081.0795129248222  8.5998429956470736E+003  4.4863684534108700E+002  9.0484798409881605E+003  -6.2598775042352299E+003  -4.9263970331273995E+001  2.0644563072882579E+002  -1.2560750589440699E+001  1.9388488013938519E+002  2.9332232465610405E+003   1.3548147721385249E+000   -2.4770982316371774E+002  -2.2553966325965349E-007  1.3882348207685145E+003  5.1743115081548162E+001  -1.2379053809573824E+002  0.0000000000000000E+000  -4.0924016179401363E+001  0.0000000000000000E+000  0.0000000000000000E+000  3.9717619156982419E+003   3.5428012642329554E+000   2.1253999355069553E-002  5.3390061252923679E-003  6.2015673868944754E-006  2.6599207047748815E-002
  0.01300000  40  1076.5654369282606  8.6547356676305135E+003  4.4717375587274580E+002  9.1019094235032589E+003  -6.2959008834468714E+003  -4.9127215666700927E+001  2.0611476798368750E+002  -1.2540507390123715E+001  1.9357426059356391E+002  2.9504555849832473E+003   1.3443990228458915E+000   -2.4678640400152264E+002  -2.2193380509994993E-007  1.3992878075352448E+003  5.2149283226576486E+001  -1.2473347764490896E+002  0.0000000000000000E+000  -4.1104775465482675E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.0004234728995452E+003   3.5827935744656592E+000   2.1797563167994229E-002  5.5086065484628065E-003  6.3985564403865896E-006  2.7312568272897422E-002
  0.01325000  40  1073.3112984670258  8.7166609146945812E+003  4.4570899880391300E+002  9.1623699134984945E+003  -6.3343508575668702E+003  -4.8988612544234989E+001  2.0578312334754457E+002  -1.2520207208423907E+001  1.9326291613912068E+002  2.9722933595265090E+003   1.3338858449917552E+000   -2.4613989751354848E+002  -2.1262937286357790E-007  1.4097191950790461E+003  5.2532608148862629E+001  -1.2562234565099307E+002  0.0000000000000000E+000  -4.1283991993100500E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.0328230852222341E+003   3.6223678774954280E+000   2.2349205140993259E-002  5.6723446273514418E-003  6.5887362766582784E-006  2.8028138504621360E-002
  0.01350000  40  1071.2442852703491  8.7854678166148424E+003  4.4424102872046683E+002  9.2297088453353099E+003  -6.3752226755972242E+003  -4.8848040598017192E+001  2.0545028478550290E+002  -1.2499827859844054E+001  1.9295045692565878E+002  2.9985885860657245E+003   1.3232947108310782E+000   -2.4575564671989903E+002  -1.9753007704699488E-007  1.4195474021823211E+003  5.2893766894756986E+001  -1.2645881049378704E+002  0.0000000000000000E+000  -4.1461628625071818E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.0688448724424134E+003   3.6615215271500303E+000   2.2909083236783423E-002  5.8299286811706735E-003  6.7717681367760877E-006  2.8745783686090872E-002
  0.01375000  40  1070.3070881962387  8.8610799574123594E+003  4.4277052716987538E+002  9.3038504845822354E+003  -6.4185361093433376E+003  -4.8705606658013764E+001  2.0511639301006443E+002  -1.2479378343520008E+001  1.9263701466654447E+002  3.0292457832474283E+003   1.3125526372784861E+000   -2.4561169475985761E+002  -5.2125563769414361E-007  1.4287873439487478E+003  5.3233307735622077E+001  -1.2724424203056431E+002  0.0000000000000000E+000  -4.1637960539659503E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.1084293302573951E+003   3.7002639845604963E+000   2.3477385196594359E-002  5.9810533674909596E-003  6.9472973924912395E-006  2.9465385861477809E-002
  0.01400000  40  1070.3921569505058  8.9435684450292247E+003  4.4129165889140035E+002  9.3848601039206242E+003  -6.4643654104865673E+003  -4.8560454567887540E+001  2.0478007562109360E+002  -1.2458778574824322E+001  1.9232129704626922E+002  3.0642555359124390E+003   1.3016451171722565E+000   -2.4571729214175085E+002  -4.9553247822676515E-007  1.4374786675976211E+003  5.3552687751324555E+001  -1.2798209508160990E+002  0.0000000000000000E+000  -4.1813679356519060E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.1515954286596598E+003   3.7385915181483163E+000   2.4053825400520184E-002  6.1258685549322577E-003  7.1154981350791845E-006  3.0186809453587520E-002
  0.01425000  40  1071.3956325809461  9.0314404041964790E+003  4.3981670724769123E+002  9.4712571114441707E+003  -6.5121972328258407E+003  -4.8414262353630640E+001  2.0444424989481621E+002  -1.2438196599872667E+001  1.9200605329494357E+002  3.1026516695596397E+003   1.2907271764136112E+000   -2.4599464726551756E+002  -4.6635490190769325E-007  1.4456622888631380E+003  5.3853410609222841E+001  -1.2867598888956405E+002  0.0000000000000000E+000  -4.1987632402024886E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.1974937395869729E+003   3.7765069858446689E+000   2.4638499318373440E-002  6.2646129759841157E-003  7.2766476672721578E-006  3.0910388942024827E-002
  0.01450000  40  1073.3479737660159  9.1251000988424621E+003  4.3834354394530470E+002  9.5634436427877663E+003  -6.5622058311531673E+003  -4.8266662179533732E+001  2.0410825055360036E+002  -1.2417604678388633E+001  1.9169064587521174E+002  3.1446617953302693E+003   1.2799131531123749E+000   -2.4645843891549157E+002  -4.4063937042951034E-007  1.4533221992214233E+003  5.4134888168027544E+001  -1.2932461840063843E+002  0.0000000000000000E+000  -4.2159773598979974E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.2463220181160586E+003   3.8140115383241504E+000   2.5231934644173042E-002  6.3966011492298169E-003  7.4299498299144475E-006  3.1635965743232769E-002
  0.01475000  40  1076.1380169658191  9.2250913629608003E+003  4.3686299555484555E+002  9.6619543585156462E+003  -6.6146478948630756E+003  -4.8116501212912318E+001  2.0377017998445945E+002  -1.2396872765271878E+001  1.9137330721918750E+002  3.1905632696588395E+003   1.2687686955955542E+000   -2.4711511504767739E+002  -4.0323870059908909E-007  1.4605062794107266E+003  5.4398880002916663E+001  -1.2993210492076022E+002  0.0000000000000000E+000  -4.2331209142268946E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.2983962573963972E+003   3.8511332756845977E+000   2.5833446980136662E-002  6.5222751045037435E-003  7.5759180492953243E-006  3.2363298002689701E-002
  0.01500000  40  1079.8492244082095  9.3322707654824226E+003  4.3537298090449804E+002  9.7676437463869206E+003  -6.6698740586159129E+003  -4.7963685713241048E+001  2.0342941104454783E+002  -1.2375973368246308E+001  1.9105343767630174E+002  3.2408594397340707E+003   1.2575072907613958E+000   -2.4799794871500890E+002  -3.7854391287422753E-007  1.4671779747502978E+003  5.4644042945328501E+001  -1.3049538079585611E+002  0.0000000000000000E+000  -4.2502368511472532E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.3541519148310454E+003   3.8878721900328834E+000   2.6443768200907988E-002  6.6406355195520643E-003  7.7133916437851318E-006  3.3092117112103837E-002
  0.01525000  40  1084.2575973140783  9.4434784341582745E+003  4.3389325826032820E+002  9.8773716924186028E+003  -6.7267198295059734E+003  -4.7810470744383174E+001  2.0309044331592486E+002  -1.2355180779001426E+001  1.9073526253692330E+002  3.2935766547051712E+003   1.2464126371316979E+000   -2.4897588383267930E+002  -3.7823718587760309E-007  1.4734380082077155E+003  5.4874078318744751E+001  -1.3102317649592894E+002  0.0000000000000000E+000  -4.2671530598674458E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.4118423731619132E+003   3.9242273156075087E+000   2.7062379386498397E-002  6.7531506624499138E-003  7.8440759944581948E-006  3.3823374124942775E-002
  0.01550000  40  1089.5429137796812  9.5625735333243174E+003  4.3239800171892733E+002  9.9949715350432452E+003  -6.7866854072173692E+003  -4.7653722739162731E+001  2.0274747577088033E+002  -1.2334133817193559E+001  1.9041334195368671E+002  3.3510457470403976E+003   1.2349137057171902E+000   -2.5018108551962536E+002  -3.5309207862412221E-007  1.4792094964075613E+003  5.5086160990288505E+001  -1.3150888327003778E+002  0.0000000000000000E+000  -4.2840600498301072E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.4735926290012048E+003   3.9602365825754200E+000   2.7689766912246568E-002  6.8581459549256875E-003  7.9660261199800392E-006  3.4555878893292237E-002
  0.01575000  40  1095.5549026424453  9.6862351919201155E+003  4.3091227414102281E+002  1.0117147466061138E+004  -6.8485257536562958E+003  -4.7496592564163613E+001  2.0240614755340727E+002  -1.2313182774796120E+001  1.9009296477861108E+002  3.4112180846192882E+003   1.2236434770979940E+000   -2.5149768482988867E+002  -3.4523018335124948E-007  1.4845626454329251E+003  5.5282870864981732E+001  -1.3195864070897849E+002  0.0000000000000000E+000  -4.3007476848089581E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.5375371985101910E+003   3.9958765427796825E+000   2.8326020827898892E-002  6.9566206843056817E-003  8.0804026855270121E-006  3.5290721914890098E-002
  0.01600000  40  1102.2994075774236  9.8171478761175458E+003  4.2941157437513493E+002  1.0246559450492681E+004  -6.9133140712206141E+003  -4.7335950579427099E+001  2.0206090222292821E+002  -1.2291983783140777E+001  1.8976891843978737E+002  3.4756783471324275E+003   1.2119699293998565E+000   -2.5300514660502310E+002  -3.2769613256073311E-007  1.4894993585056732E+003  5.5464277937479729E+001  -1.3237255268886179E+002  0.0000000000000000E+000  -4.3174219267145574E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.6051825338833951E+003   4.0311947310511052E+000   2.8970467824777593E-002  7.0483711322561378E-003  8.1869690855181861E-006  3.6027025926119248E-002
  0.01625000  40  1109.8039971070434  9.9538197803991698E+003  4.2791420397404403E+002  1.0381733984373213E+004  -6.9804894168377241E+003  -4.7174109349102778E+001  2.0171580959662535E+002  -1.2270794303926353E+001  1.8944501529269908E+002  3.5435154734790881E+003   1.2004410540830577E+000   -2.5464683499516764E+002  -3.1605798299003627E-007  1.4940128122422402E+003  5.5630131524803204E+001  -1.3275015960212738E+002  0.0000000000000000E+000  -4.3339642248849458E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.6756681433868571E+003   4.0661811030806385E+000   2.9624066679319615E-002  7.1330465278145374E-003  8.2853179150017813E-006  3.6765398525049155E-002
  0.01650000  40  1117.9901463290782  1.0095795873296182E+004  4.2642109584993977E+002  1.0522216969146120E+004  -7.0499093740411445E+003  -4.7011410871873991E+001  2.0137122991800524E+002  -1.2249625237873916E+001  1.8912160468013130E+002  3.6144177889132343E+003   1.1889190921592672E+000   -2.5640370619001010E+002  -3.1208951742159205E-007  1.4981435134169965E+003  5.5781920154547734E+001  -1.3309495528251929E+002  0.0000000000000000E+000  -4.3503822260451841E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.7487397597923145E+003   4.1008464319350040E+000   3.0286437014461671E-002  7.2112076903808695E-003  8.3761005626641182E-006  3.7506020805405209E-002
  0.01675000  40  1126.9330206917987  1.0245808336769262E+004  4.2491118864909305E+002  1.0670719525418355E+004  -7.1226627857164722E+003  -4.6844734547145030E+001  2.0102226428606488E+002  -1.2228180233324553E+001  1.8879408405274012E+002  3.6900060892074785E+003   1.1769519674435287E+000   -2.5836043886181204E+002  -2.8930714752446921E-007  1.5018652031076922E+003  5.5918678944780481E+001  -1.3340464841575721E+002  0.0000000000000000E+000  -4.3668213011529701E+001  0.0000000000000000E+000  0.0000000000000000E+000  4.8259081156605134E+003   4.1352272790079398E+000   3.0957428116677559E-002  7.2821779763610379E-003  8.4585311273692728E-006  3.8248064624165967E-002
